Rank;Track;Artist;Streams;Date
52;Djadja;by Aya Nakamura;99686;09/28/2019
53;I Don't Care (with Justin Bieber);by Ed Sheeran;98936;09/28/2019
54;Milionària;by ROSALÍA;97958;09/28/2019
55;Calma - Remix;by Pedro Capó, Farruko;96096;09/28/2019
56;Apriétala;by Rvfv, Pablo Mas;95664;09/28/2019
57;Yyanosé;by Israel B, LOWLIGHT;91031;09/28/2019
58;Atrévete;by Nicky Jam, Sech;90305;09/28/2019
59;Cristina (feat. Shelow Shaq);by Maffio, Justin Quiles, Nacho;86987;09/28/2019
60;B11 (feat. Myke Towers);by Rvssian, Darell, Zion & Lennox;84947;09/28/2019
61;Inocente;by Myke Towers;84613;09/28/2019
62;Santa María (Feat. Busy Signal);by Bad Gyal;83480;09/28/2019
63;bad guy;by Billie Eilish;83095;09/28/2019
64;Cicatrices (feat. Indara);by Sergio Contreras;81287;09/28/2019
65;Hookah;by Bad Gyal;81283;09/28/2019
66;105 F Remix;by KEVVO, Farruko, Chencho Corleone, Arcangel, Darell, Ñengo Flow, Brytiago, Myke Towers;80651;09/28/2019
67;Dance Monkey;by Tones And I;80496;09/28/2019
68;Te Robaré;by Nicky Jam, Ozuna;80248;09/28/2019
69;Presiento;by Morat, Aitana;79079;09/28/2019
70;Qué Bonito Es Querer;by Manuel Carrasco;78978;09/28/2019
71;Ransom;by Lil Tecca;76868;09/28/2019
72;Verte Ir;by DJ Luian, Mambo Kingz, Anuel AA, Nicky Jam, Darell, Brytiago;74835;09/28/2019
73;Te Soñé De Nuevo;by Ozuna;74365;09/28/2019
74;Me Quedo;by Aitana, Lola Indigo;73210;09/28/2019
75;Tal Vez;by Paulo Londra;72539;09/28/2019
76;Déjate Querer;by Lalo Ebratt, Sebastian Yatra, Yera, Trapical Minds;71694;09/28/2019
77;Swing;by Danny Ocean;71253;09/28/2019
78;Enchochado de Ti;by Don Patricio;70691;09/28/2019
79;HP;by Maluma;70017;09/28/2019
80;Runaway;by Sebastian Yatra, Daddy Yankee, Natti Natasha, Jonas Brothers;69835;09/28/2019
81;Otro Trago;by Sech, Darell;68188;09/28/2019
82;Soldadito de Hierro;by Nil Moliner;67799;09/28/2019
83;Mi Morena;by Juanfran;66815;09/28/2019
84;Kemba Walker;by Eladio Carrion, Bad Bunny;66525;09/28/2019
85;Ibiza;by Juancho Marqués, Recycled J, InnerCut;64804;09/28/2019
86;Party (feat. A Boogie Wit da Hoodie);by A Boogie Wit da Hoodie, Paulo Londra;64203;09/28/2019
87;Pa Mí - Remix;by Dalex, Rafa Pabön, KHEA, Sech, Feid, Cazzu, Lenny Tavárez;61275;09/28/2019
88;Someone You Loved;by Lewis Capaldi;61246;09/28/2019
89;5 Sentidos;by Dvicio, Taburete;61037;09/28/2019
90;La Playa;by Myke Towers;60183;09/28/2019
91;Me llama;by Beret;59933;09/28/2019
92;Date La Vuelta;by Luis Fonsi, Sebastian Yatra, Nicky Jam;59347;09/28/2019
93;Ellos;by Ceky Viciny;59082;09/28/2019
94;Soldi (feat. Maikel Delacalle);by Mahmood;58747;09/28/2019
95;Bellaquita;by Dalex, Lenny Tavárez;58444;09/28/2019
96;Trueno: Bzrp Freestyle Sessions, Vol. 6;by Bizarrap, Trueno;58394;09/28/2019
97;¿CÓMO TE VA, QUERIDA?;by Rels B, Don Patricio;57718;09/28/2019
98;Contra La Pared;by Sean Paul, J Balvin;56643;09/28/2019
99;Mírame - Remix;by Nio Garcia, Rauw Alejandro, Lenny Tavárez, Myke Towers, Casper Magico, Darell;55568;09/28/2019
100;Comunicado de prensa;by Don Patricio;55482;09/28/2019
101;Que Mas Pues - Remix;by Sech, Justin Quiles, Maluma, Nicky Jam, Farruko, Dalex, Lenny Tavárez;55255;09/28/2019
102;Adan y Eva;by Paulo Londra;55125;09/28/2019
103;La Boca - Remix;by Mau y Ricky, Camilo, Lunay;54839;09/28/2019
104;Hola Señorita;by GIMS, Maluma;54316;09/28/2019
105;Un Año;by Sebastian Yatra, Reik;54058;09/28/2019
106;Nicki Nicole: Bzrp Music Sessions, Vol. 13;by Bizarrap, Nicki Nicole;53843;09/28/2019
107;Si Supieras;by Daddy Yankee, Wisin & Yandel;53455;09/28/2019
108;Disparos;by Dani Fernández;52406;09/28/2019
109;Me Equivocaré;by Antonio José;51546;09/28/2019
110;Si Se Da;by Myke Towers, Farruko;51298;09/28/2019
111;Celébrate;by Miki Núñez;51131;09/28/2019
112;Beautiful People (feat. Khalid);by Ed Sheeran;50759;09/28/2019
113;Bonita;by Juanes, Sebastian Yatra;50306;09/28/2019
114;Aleluya;by Reik, Manuel Turizo;50262;09/28/2019
115;Ella Quiere Beber - Remix;by Anuel AA, Romeo Santos;50251;09/28/2019
116;MALAMENTE - Cap.1: Augurio;by ROSALÍA;49888;09/28/2019
117;Old Town Road - Remix;by Lil Nas X, Billy Ray Cyrus;49805;09/28/2019
118;Aute Cuture;by ROSALÍA;47870;09/28/2019
119;Nada Sale Mal;by Aitana;47308;09/28/2019
120;Amanece;by Anuel AA, Haze;46418;09/28/2019
121;Baila Baila Baila - Remix;by Ozuna, Daddy Yankee, J Balvin, Farruko, Anuel AA;46150;09/28/2019
122;nana triste;by Natalia Lacunza, Guitarricadelafuente;45844;09/28/2019
123;No Se Me Quita (feat. Ricky Martin);by Maluma;45774;09/28/2019
124;Soldadito marinero;by Fito y Fitipaldis;45729;09/28/2019
125;Secreto;by Anuel AA, KAROL G;45117;09/28/2019
126;Delincuente;by Farruko, Anuel AA, Kendo Kaponi;44976;09/28/2019
127;Ocean;by KAROL G;44817;09/28/2019
128;Con La Miel En Los Labios;by Aitana;44547;09/28/2019
129;Circles;by Post Malone;44514;09/28/2019
130;Mi Persona Favorita;by Alejandro Sanz, Camila Cabello;44189;09/28/2019
131;Shallow;by Lady Gaga, Bradley Cooper;43860;09/28/2019
132;Princesas;by Pereza;43763;09/28/2019
133;Como Ronea (15 Aniversario);by Las Chuches, Daviles de Novelda;43655;09/28/2019
134;No Te Preocupes por Mi;by Leiva;43645;09/28/2019
135;Nada;by Cazzu, Lyanno, Rauw Alejandro, Dalex;43569;09/28/2019
136;Fuego;by Estopa;43502;09/28/2019
137;Una Vida Para Recordar;by Piso 21, Myke Towers;43152;09/28/2019
138;Instagram;by Dimitri Vegas & Like Mike, David Guetta, Daddy Yankee, Afro Bros, Natti Natasha, Dimitri Vegas, Like Mike;42633;09/28/2019
139;Vas A Quedarte;by Aitana;42595;09/28/2019
140;Lo siento;by Beret;42348;09/28/2019
141;Te esperaré toda la vida;by Dani Fernández;42027;09/28/2019
142;Maldición;by Lola Indigo, Lalo Ebratt;41715;09/28/2019
143;Liar;by Camila Cabello;41565;09/28/2019
144;MOJAITA;by J Balvin, Bad Bunny;41251;09/28/2019
145;Baila Baila Baila;by Ozuna;40946;09/28/2019
146;El Danzar De Las Mariposas;by El Barrio;40895;09/28/2019
147;Sin Pijama;by Becky G, Natti Natasha;40820;09/28/2019
148;Sucker;by Jonas Brothers;40357;09/28/2019
149;Sobrenatural;by Juan Magán, Alvaro Soler, Marielle Hazlo;40129;09/28/2019
150;How Do You Sleep?;by Sam Smith;40043;09/28/2019
151;Pa ti pa mí na má;by Demarco Flamenco;39944;09/28/2019
152;Don’t Call Me Angel (Charlie’s Angels) (with Miley Cyrus & Lana Del Rey);by Ariana Grande;39831;09/28/2019
153;Vuela;by Bombai;39482;09/28/2019
154;Don't Call Me Up;by Mabel;39350;09/28/2019
155;Te echo de menos;by Beret;39140;09/28/2019
156;Cuando zarpa el amor (feat. Juan Magán);by Camela;38986;09/28/2019
157;Guantanamera;by Guitarricadelafuente;38349;09/28/2019
158;Antes de Morirme (feat. Rosalía);by C. Tangana, ROSALÍA;38317;09/28/2019
159;Muito Calor;by Ozuna, Anitta;38314;09/28/2019
160;Déjala Que Baile (with Alejandro Sanz & Arkano);by Melendi;38290;09/28/2019
161;Aullando;by Wisin & Yandel, Romeo Santos;38272;09/28/2019
162;Boomerang;by Sech;38177;09/28/2019
163;Vaina Loca;by Ozuna, Manuel Turizo;38161;09/28/2019
164;Como Camarón;by Estopa;38025;09/28/2019
165;Love Me;by Lil Tecca;38021;09/28/2019
166;Por Eso Vine;by Paulo Londra;37858;09/28/2019
167;Cuando Nadie Ve;by Morat;37800;09/28/2019
168;Tú No Amas;by Mambo Kingz, DJ Luian, Anuel AA, KAROL G, Arcangel;37667;09/28/2019
169;Cambio;by Ozuna, Anuel AA;37653;09/28/2019
170;Fin De Semana;by Lunay;37315;09/28/2019
171;El Efecto;by Rauw Alejandro, Chencho Corleone;36760;09/28/2019
172;Qué Tienes Tú (feat. Jesús de Reik & Mau y Ricky);by Dvicio, Jesús Reik;36658;09/28/2019
173;La Respuesta;by Becky G, Maluma;36412;09/28/2019
174;Mujer Bruja;by Lola Indigo, Mala Rodríguez;36397;09/28/2019
175;Vida;by Maka;35504;09/28/2019
176;Mi Religión;by Nil Moliner;35495;09/28/2019
177;Cicatrices;by Natos y Waor;35305;09/28/2019
178;Bandolera;by Bryant Myers, Alex Rose;35298;09/28/2019
179;Rueda;by Chimbala;35111;09/28/2019
180;Serpiente Veneno (feat. Ele A El Dominio);by Kidd Keo;35102;09/28/2019
181;Bohemian Rhapsody - Remastered 2011;by Queen;34703;09/28/2019
182;Cristina;by Sebastian Yatra;34640;09/28/2019
183;Piece Of Your Heart;by MEDUZA, Goodboys;34622;09/28/2019
184;Como Tu;by Bandaga;34465;09/28/2019
185;Cúrame (feat. Manuel Turizo);by Prince Royce;34456;09/28/2019
186;Sirenas;by Taburete;33899;09/28/2019
187;Como Si Fueras a Morir Mañana;by Leiva;33737;09/28/2019
188;Imposible;by Luis Fonsi, Ozuna;33670;09/28/2019
189;Un Planeta Llamado Nosotros;by Maldita Nerea;33450;09/28/2019
190;Bellacoso;by Residente, Bad Bunny;33418;09/28/2019
191;Dispuestos a morir;by Natos y Waor, C.R.O, Homer El Mero Mero, Bardero$;33403;09/28/2019
192;Mejores Amigos;by Yera, Morat;33264;09/28/2019
193;Perdón;by David Bisbal, Greeicy;33234;09/28/2019
194;Besos En Guerra;by Morat, Juanes;33123;09/28/2019
195;Desconocidos;by Mau y Ricky, Manuel Turizo, Camilo;33070;09/28/2019
196;No Puedo;by Paulo Londra;32994;09/28/2019
197;Ya No Quiero Ná;by Lola Indigo;32782;09/28/2019
198;TELÉFONO;by Aitana;32722;09/28/2019
199;La Boca;by Mau y Ricky, Camilo;32597;09/28/2019
200;Quiero, Quiero y Quiero;by Arnau Griso;32443;09/28/2019
1;China;by Anuel AA, Daddy Yankee, KAROL G, J Balvin, Ozuna;356967;09/29/2019
2;Yo x Ti, Tu x Mi;by ROSALÍA, Ozuna;316713;09/29/2019
3;Goteo;by Duki;290853;09/29/2019
4;Adicto (with Anuel AA & Ozuna);by Tainy;276152;09/29/2019
5;Te Quemaste;by Manuel Turizo, Anuel AA;252385;09/29/2019
6;De Tranquilote;by Danny Romero, Lérica;223493;09/29/2019
7;No Te Debí Besar;by C. Tangana, Paloma Mami;210333;09/29/2019
8;Otro Trago - Remix;by Sech, Ozuna, Anuel AA, Darell, Nicky Jam;193782;09/29/2019
9;Fantasias;by Rauw Alejandro, Farruko;193103;09/29/2019
10;Tutu;by Camilo, Pedro Capó;192885;09/29/2019
11;Callaita;by Bad Bunny, Tainy;181760;09/29/2019
12;Si Te Vas;by Sech, Ozuna;179349;09/29/2019
13;La Rubia - Remix 2;by La Nueva Escuela, Omar Montes;174234;09/29/2019
14;No Me Conoce - Remix;by Jhay Cortez, J Balvin, Bad Bunny;173878;09/29/2019
15;Easy;by Jhay Cortez;168501;09/29/2019
16;Diavla;by Chris Viz, Young Vene;155222;09/29/2019
17;DJ No Pare (feat. Zion, Dalex, Lenny Tavárez) - Remix;by Justin Quiles, Natti Natasha, Farruko;150062;09/29/2019
18;LA CANCIÓN;by J Balvin, Bad Bunny;149901;09/29/2019
19;A Escondidas;by $kyhook, Morad;148382;09/29/2019
20;Señorita;by Shawn Mendes, Camila Cabello;144613;09/29/2019
21;Contando Lunares (feat. Cruz Cafuné);by Don Patricio;140228;09/29/2019
22;Lola Bunny;by Lola Indigo, Don Patricio;137936;09/29/2019
23;Gan-Ga;by Bryant Myers;135307;09/29/2019
24;Me vas a ver;by Beret;134735;09/29/2019
25;Quizás;by Rich Music LTD, Dalex, Sech, Justin Quiles, Wisin, Zion, Dímelo Flow, Lenny Tavárez, Feid;133074;09/29/2019
26;Soltera - Remix;by Lunay, Daddy Yankee, Bad Bunny;132655;09/29/2019
27;Indios y Vaqueros;by Sinsinati, Álvaro De Luna;131593;09/29/2019
28;Cuerpo en Venta;by Noriel, Myke Towers, Rauw Alejandro, Almighty;131369;09/29/2019
29;Velitas;by Darell, Brytiago;127847;09/29/2019
30;QUE PRETENDES;by J Balvin, Bad Bunny;119822;09/29/2019
31;Piensan;by Haze, Myke Towers;118465;09/29/2019
32;DOLLAR;by Becky G, Myke Towers;112196;09/29/2019
33;Si Se Da - Remix;by Myke Towers, Farruko, Arcangel, Sech, Zion;110182;09/29/2019
34;Con Altura;by ROSALÍA, J Balvin, El Guincho;109312;09/29/2019
35;El Favor (with Nicky Jam & Sech, feat. Farruko, Zion & Lunay);by Dímelo Flow;109291;09/29/2019
36;Que Calor (with J Balvin & El Alfa);by Major Lazer, Diplo;109066;09/29/2019
37;Lalala;by Y2K, bbno$;105264;09/29/2019
38;Mirándote;by Rvfv;104975;09/29/2019
39;Baila Conmigo (feat. Kelly Ruiz);by Dayvi, Victor Cardenas, Kelly Ruíz;99374;09/29/2019
40;Indeciso;by Reik, J Balvin, Lalo Ebratt;98296;09/29/2019
41;Loco Contigo (feat. J. Balvin & Tyga);by DJ Snake, J Balvin;97880;09/29/2019
42;LA LATINA;by Rels B;97648;09/29/2019
43;CANGURO;by WOS;97101;09/29/2019
44;Prendío;by Rvfv;96555;09/29/2019
45;No Te Veo - Remix;by Casper Magico, Anuel AA;95175;09/29/2019
46;Bésame;by David Bisbal, Juan Magán;92162;09/29/2019
47;Djadja;by Aya Nakamura;89925;09/29/2019
48;Cuaderno;by Dalex, Nicky Jam, Justin Quiles, Sech, Lenny Tavárez, Feid, Rafa Pabön;87414;09/29/2019
49;Con Calma;by Daddy Yankee, Snow;87120;09/29/2019
50;Rebota - Remix;by Guaynaa, Nicky Jam, Farruko, Becky G, Sech;87079;09/29/2019
51;11:00 PM;by Maluma;85888;09/29/2019
52;Yyanosé;by Israel B, LOWLIGHT;84157;09/29/2019
53;Qué Pena;by Maluma, J Balvin;82295;09/29/2019
54;I Don't Care (with Justin Bieber);by Ed Sheeran;80830;09/29/2019
55;Apriétala;by Rvfv, Pablo Mas;79969;09/29/2019
56;Calma - Remix;by Pedro Capó, Farruko;79468;09/29/2019
57;Milionària;by ROSALÍA;78863;09/29/2019
58;Dance Monkey;by Tones And I;74318;09/29/2019
59;Atrévete;by Nicky Jam, Sech;73886;09/29/2019
60;B11 (feat. Myke Towers);by Rvssian, Darell, Zion & Lennox;72731;09/29/2019
61;bad guy;by Billie Eilish;72483;09/29/2019
62;Inocente;by Myke Towers;71190;09/29/2019
63;Santa María (Feat. Busy Signal);by Bad Gyal;70649;09/29/2019
64;105 F Remix;by KEVVO, Farruko, Chencho Corleone, Arcangel, Darell, Ñengo Flow, Brytiago, Myke Towers;70631;09/29/2019
65;Presiento;by Morat, Aitana;70419;09/29/2019
66;Qué Bonito Es Querer;by Manuel Carrasco;69994;09/29/2019
67;Ransom;by Lil Tecca;68118;09/29/2019
68;Cristina (feat. Shelow Shaq);by Maffio, Justin Quiles, Nacho;67789;09/29/2019
69;Hookah;by Bad Gyal;66141;09/29/2019
70;Cicatrices (feat. Indara);by Sergio Contreras;65795;09/29/2019
71;Soldadito de Hierro;by Nil Moliner;64631;09/29/2019
72;Te Robaré;by Nicky Jam, Ozuna;63728;09/29/2019
73;Me Quedo;by Aitana, Lola Indigo;62547;09/29/2019
74;Verte Ir;by DJ Luian, Mambo Kingz, Anuel AA, Nicky Jam, Darell, Brytiago;62326;09/29/2019
75;Tal Vez;by Paulo Londra;61829;09/29/2019
76;Enchochado de Ti;by Don Patricio;61081;09/29/2019
77;Te Soñé De Nuevo;by Ozuna;59692;09/29/2019
78;Déjate Querer;by Lalo Ebratt, Sebastian Yatra, Yera, Trapical Minds;58719;09/29/2019
79;Mi Morena;by Juanfran;58542;09/29/2019
80;Someone You Loved;by Lewis Capaldi;58233;09/29/2019
81;Swing;by Danny Ocean;58029;09/29/2019
82;Kemba Walker;by Eladio Carrion, Bad Bunny;57788;09/29/2019
83;Ibiza;by Juancho Marqués, Recycled J, InnerCut;57495;09/29/2019
84;Otro Trago;by Sech, Darell;56829;09/29/2019
85;Party (feat. A Boogie Wit da Hoodie);by A Boogie Wit da Hoodie, Paulo Londra;56029;09/29/2019
86;Me llama;by Beret;55860;09/29/2019
87;Runaway;by Sebastian Yatra, Daddy Yankee, Natti Natasha, Jonas Brothers;55740;09/29/2019
88;HP;by Maluma;54836;09/29/2019
89;5 Sentidos;by Dvicio, Taburete;54080;09/29/2019
90;Pa Mí - Remix;by Dalex, Rafa Pabön, KHEA, Sech, Feid, Cazzu, Lenny Tavárez;51371;09/29/2019
91;Trueno: Bzrp Freestyle Sessions, Vol. 6;by Bizarrap, Trueno;51279;09/29/2019
92;¿CÓMO TE VA, QUERIDA?;by Rels B, Don Patricio;51062;09/29/2019
93;La Playa;by Myke Towers;50969;09/29/2019
94;Soldi (feat. Maikel Delacalle);by Mahmood;49137;09/29/2019
95;Adan y Eva;by Paulo Londra;48566;09/29/2019
96;Nicki Nicole: Bzrp Music Sessions, Vol. 13;by Bizarrap, Nicki Nicole;48206;09/29/2019
97;Un Año;by Sebastian Yatra, Reik;47892;09/29/2019
98;Ellos;by Ceky Viciny;47704;09/29/2019
99;Mírame - Remix;by Nio Garcia, Rauw Alejandro, Lenny Tavárez, Myke Towers, Casper Magico, Darell;47640;09/29/2019
100;Bellaquita;by Dalex, Lenny Tavárez;47434;09/29/2019
101;Date La Vuelta;by Luis Fonsi, Sebastian Yatra, Nicky Jam;46745;09/29/2019
102;Celébrate;by Miki Núñez;45889;09/29/2019
103;Beautiful People (feat. Khalid);by Ed Sheeran;45717;09/29/2019
104;Disparos;by Dani Fernández;45602;09/29/2019
105;nana triste;by Natalia Lacunza, Guitarricadelafuente;45293;09/29/2019
106;Comunicado de prensa;by Don Patricio;44900;09/29/2019
107;Contra La Pared;by Sean Paul, J Balvin;44815;09/29/2019
108;Que Mas Pues - Remix;by Sech, Justin Quiles, Maluma, Nicky Jam, Farruko, Dalex, Lenny Tavárez;44478;09/29/2019
109;Hola Señorita;by GIMS, Maluma;43713;09/29/2019
110;Old Town Road - Remix;by Lil Nas X, Billy Ray Cyrus;43441;09/29/2019
111;La Boca - Remix;by Mau y Ricky, Camilo, Lunay;43207;09/29/2019
112;Me Equivocaré;by Antonio José;42846;09/29/2019
113;MALAMENTE - Cap.1: Augurio;by ROSALÍA;42490;09/29/2019
114;Ella Quiere Beber - Remix;by Anuel AA, Romeo Santos;42328;09/29/2019
115;Con La Miel En Los Labios;by Aitana;42230;09/29/2019
116;Si Supieras;by Daddy Yankee, Wisin & Yandel;42125;09/29/2019
117;Si Se Da;by Myke Towers, Farruko;42060;09/29/2019
118;Soldadito marinero;by Fito y Fitipaldis;42051;09/29/2019
119;Circles;by Post Malone;42028;09/29/2019
120;Lo siento;by Beret;41948;09/29/2019
121;No Te Preocupes por Mi;by Leiva;41205;09/29/2019
122;Nada Sale Mal;by Aitana;41149;09/29/2019
123;Bonita;by Juanes, Sebastian Yatra;40861;09/29/2019
124;Shallow;by Lady Gaga, Bradley Cooper;40568;09/29/2019
125;Amanece;by Anuel AA, Haze;40059;09/29/2019
126;Aleluya;by Reik, Manuel Turizo;39902;09/29/2019
127;Vas A Quedarte;by Aitana;39890;09/29/2019
128;Ocean;by KAROL G;39483;09/29/2019
129;Aute Cuture;by ROSALÍA;39412;09/29/2019
130;Princesas;by Pereza;39346;09/29/2019
131;Guantanamera;by Guitarricadelafuente;39275;09/29/2019
132;Nada;by Cazzu, Lyanno, Rauw Alejandro, Dalex;38530;09/29/2019
133;Mi Persona Favorita;by Alejandro Sanz, Camila Cabello;38191;09/29/2019
134;Baila Baila Baila - Remix;by Ozuna, Daddy Yankee, J Balvin, Farruko, Anuel AA;38045;09/29/2019
135;Te echo de menos;by Beret;37904;09/29/2019
136;Delincuente;by Farruko, Anuel AA, Kendo Kaponi;37574;09/29/2019
137;Te esperaré toda la vida;by Dani Fernández;37413;09/29/2019
138;Como Ronea (15 Aniversario);by Las Chuches, Daviles de Novelda;37334;09/29/2019
139;Fuego;by Estopa;37239;09/29/2019
140;Liar;by Camila Cabello;36802;09/29/2019
141;Secreto;by Anuel AA, KAROL G;36781;09/29/2019
142;Cuando Nadie Ve;by Morat;35817;09/29/2019
143;How Do You Sleep?;by Sam Smith;35780;09/29/2019
144;Love Me;by Lil Tecca;35216;09/29/2019
145;Una Vida Para Recordar;by Piso 21, Myke Towers;35152;09/29/2019
146;Don’t Call Me Angel (Charlie’s Angels) (with Miley Cyrus & Lana Del Rey);by Ariana Grande;34797;09/29/2019
147;Cicatrices;by Natos y Waor;34674;09/29/2019
148;MOJAITA;by J Balvin, Bad Bunny;34628;09/29/2019
149;No Se Me Quita (feat. Ricky Martin);by Maluma;34473;09/29/2019
150;Sucker;by Jonas Brothers;34351;09/29/2019
151;Como Camarón;by Estopa;34178;09/29/2019
152;Antes de Morirme (feat. Rosalía);by C. Tangana, ROSALÍA;33829;09/29/2019
153;Sin Pijama;by Becky G, Natti Natasha;33828;09/29/2019
154;Pa ti pa mí na má;by Demarco Flamenco;33731;09/29/2019
155;Por Eso Vine;by Paulo Londra;33589;09/29/2019
156;Instagram;by Dimitri Vegas & Like Mike, David Guetta, Daddy Yankee, Afro Bros, Natti Natasha, Dimitri Vegas, Like Mike;33546;09/29/2019
157;Vuela;by Bombai;33477;09/29/2019
158;Déjala Que Baile (with Alejandro Sanz & Arkano);by Melendi;33397;09/29/2019
159;Baila Baila Baila;by Ozuna;33252;09/29/2019
160;Maldición;by Lola Indigo, Lalo Ebratt;33188;09/29/2019
161;Boomerang;by Sech;33148;09/29/2019
162;Sobrenatural;by Juan Magán, Alvaro Soler, Marielle Hazlo;32999;09/29/2019
163;Cambio;by Ozuna, Anuel AA;32722;09/29/2019
164;Vaina Loca;by Ozuna, Manuel Turizo;32679;09/29/2019
165;Don't Call Me Up;by Mabel;32645;09/29/2019
166;Qué Tienes Tú (feat. Jesús de Reik & Mau y Ricky);by Dvicio, Jesús Reik;32628;09/29/2019
167;Mi Religión;by Nil Moliner;32236;09/29/2019
168;Tú No Amas;by Mambo Kingz, DJ Luian, Anuel AA, KAROL G, Arcangel;32205;09/29/2019
169;Vida;by Maka;31970;09/29/2019
170;Sirenas;by Taburete;31906;09/29/2019
171;El Danzar De Las Mariposas;by El Barrio;31783;09/29/2019
172;El Efecto;by Rauw Alejandro, Chencho Corleone;31627;09/29/2019
173;Como Si Fueras a Morir Mañana;by Leiva;31599;09/29/2019
174;Bohemian Rhapsody - Remastered 2011;by Queen;31269;09/29/2019
175;Cuando zarpa el amor (feat. Juan Magán);by Camela;31267;09/29/2019
176;Cristina;by Sebastian Yatra;31200;09/29/2019
177;Rueda;by Chimbala;30922;09/29/2019
178;Dispuestos a morir;by Natos y Waor, C.R.O, Homer El Mero Mero, Bardero$;30585;09/29/2019
179;No Puedo;by Paulo Londra;30525;09/29/2019
180;Muito Calor;by Ozuna, Anitta;30491;09/29/2019
181;Aullando;by Wisin & Yandel, Romeo Santos;30478;09/29/2019
182;Besos En Guerra;by Morat, Juanes;30460;09/29/2019
183;Bandolera;by Bryant Myers, Alex Rose;30359;09/29/2019
184;Mujer Bruja;by Lola Indigo, Mala Rodríguez;30292;09/29/2019
185;TELÉFONO;by Aitana;29787;09/29/2019
186;Piece Of Your Heart;by MEDUZA, Goodboys;29557;09/29/2019
187;Aleman: Bzrp Music Sessions, Vol. 15;by Bizarrap, Aleman;29511;09/29/2019
188;Serpiente Veneno (feat. Ele A El Dominio);by Kidd Keo;29474;09/29/2019
189;Un Planeta Llamado Nosotros;by Maldita Nerea;29388;09/29/2019
190;Fin De Semana;by Lunay;29372;09/29/2019
191;Imposible;by Luis Fonsi, Ozuna;29278;09/29/2019
192;Quiero, Quiero y Quiero;by Arnau Griso;29234;09/29/2019
193;Goodbyes (Feat. Young Thug);by Post Malone;29055;09/29/2019
194;Como Tu;by Bandaga;28803;09/29/2019
195;Perdón;by David Bisbal, Greeicy;28766;09/29/2019
196;Panini;by Lil Nas X;28496;09/29/2019
197;Memories;by Maroon 5;28348;09/29/2019
198;Ya No Quiero Ná;by Lola Indigo;28268;09/29/2019
199;Pa que lo gocen;by FERNANDOCOSTA, Dollar Selmouni, Blasfem;27909;09/29/2019
200;La Respuesta;by Becky G, Maluma;27848;09/29/2019
1;China;by Anuel AA, Daddy Yankee, KAROL G, J Balvin, Ozuna;364386;09/30/2019
2;Yo x Ti, Tu x Mi;by ROSALÍA, Ozuna;331084;09/30/2019
3;Adicto (with Anuel AA & Ozuna);by Tainy;287661;09/30/2019
4;Goteo;by Duki;285524;09/30/2019
5;Te Quemaste;by Manuel Turizo, Anuel AA;269599;09/30/2019
6;De Tranquilote;by Danny Romero, Lérica;236690;09/30/2019
7;No Te Debí Besar;by C. Tangana, Paloma Mami;234918;09/30/2019
8;Fantasias;by Rauw Alejandro, Farruko;210360;09/30/2019
9;Tutu;by Camilo, Pedro Capó;210346;09/30/2019
10;Si Te Vas;by Sech, Ozuna;203839;09/30/2019
11;Otro Trago - Remix;by Sech, Ozuna, Anuel AA, Darell, Nicky Jam;198912;09/30/2019
12;No Me Conoce - Remix;by Jhay Cortez, J Balvin, Bad Bunny;183629;09/30/2019
13;Callaita;by Bad Bunny, Tainy;183130;09/30/2019
14;La Rubia - Remix 2;by La Nueva Escuela, Omar Montes;178473;09/30/2019
15;Easy;by Jhay Cortez;177998;09/30/2019
16;DJ No Pare (feat. Zion, Dalex, Lenny Tavárez) - Remix;by Justin Quiles, Natti Natasha, Farruko;168241;09/30/2019
17;Diavla;by Chris Viz, Young Vene;159731;09/30/2019
18;Señorita;by Shawn Mendes, Camila Cabello;157099;09/30/2019
19;LA CANCIÓN;by J Balvin, Bad Bunny;156732;09/30/2019
20;Me vas a ver;by Beret;153948;09/30/2019
21;Quizás;by Rich Music LTD, Dalex, Sech, Justin Quiles, Wisin, Zion, Dímelo Flow, Lenny Tavárez, Feid;153880;09/30/2019
22;A Escondidas;by $kyhook, Morad;150713;09/30/2019
23;Indios y Vaqueros;by Sinsinati, Álvaro De Luna;149746;09/30/2019
24;Lola Bunny;by Lola Indigo, Don Patricio;143224;09/30/2019
25;Contando Lunares (feat. Cruz Cafuné);by Don Patricio;142063;09/30/2019
26;Soltera - Remix;by Lunay, Daddy Yankee, Bad Bunny;138928;09/30/2019
27;Cuerpo en Venta;by Noriel, Myke Towers, Rauw Alejandro, Almighty;137644;09/30/2019
28;Piensan;by Haze, Myke Towers;133446;09/30/2019
